Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4356Typ82hUiFAynbLYbPn,"23zg3TcAtWQy7J6upgbUnj,0TnOYISbd1XYRBk9myaseg","DJ Got Us Fallin' In Love (feat. Pitbull)","Raymond v Raymond (Expanded Edition)","USHER,Pitbull",2010-03-30,220800,86,spotify:user:bill9119,2024-01-06T14:20:55Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary,miami hip hop",0.663,0.861,7,-3.398,0,0.109,0.0338,0,0.082,0.654,119.963,4
7JJmb5XwzOO8jgpou264Ml,"7n2wHs1TKAczGzO7Dd2rGr","There's Nothing Holdin' Me Back","Illuminate (Deluxe)","Shawn Mendes",2017-04-20,199440,89,spotify:user:bill9119,2024-01-06T14:20:56Z,"canadian pop,pop,viral pop",0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998,4
11pEKMLmavDu8fxOB5QjbQ,"3TVXtAsR1Inumwj472S9r4","Pipe Down","Certified Lover Boy","Drake",2021-09-03,205721,74,spotify:user:bill9119,2024-01-06T14:20:56Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.518,0.69,9,-6.15,1,0.107,0.128,0,0.176,0.59,77.837,4
3SVAN3BRByDmHOhKyIDxfC,"4Z8W4fKeB5YxbusRsdQVPb","Karma Police","OK Computer","Radiohead",1997-05-28,264066,1,spotify:user:bill9119,2024-01-15T20:35:47Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",0.36,0.505,7,-9.129,1,0.026,0.0626,0.0000922,0.172,0.317,74.807,4
0aym2LBJBk9DAYuHHutrIl,"3WrFJ7ztbogyGnTHbHJFl2","Hey Jude - Remastered 2015","1 (Remastered)","The Beatles",2000-11-13,425653,73,spotify:user:bill9119,2023-12-18T01:00:19Z,"british invasion,classic rock,merseybeat,psychedelic rock,rock",0.386,0.607,10,-7.7,1,0.0261,0.0112,0.0000138,0.088,0.532,147.207,4
18AXbzPzBS8Y3AkgSxzJPb,"4lxfqrEsLX6N1N4OCSkILp","In The Air Tonight - 2015 Remastered","Face Value (Deluxe Editon)","Phil Collins",1981-01-01,336453,80,spotify:user:bill9119,2023-12-18T01:00:19Z,"rock drums,soft rock",0.446,0.239,0,-13.945,1,0.0316,0.551,0.0000041,0.0697,0.298,189.507,4
1SKPmfSYaPsETbRHaiA18G,"53A0W3U0s8diEn9RhXQhVz","Somewhere Only We Know","Hopes And Fears","Keane",2004-05-10,237146,88,spotify:user:bill9119,2024-01-06T11:59:09Z,"neo mellow,piano rock,pop rock",0.448,0.665,9,-4.203,1,0.026,0.06,0.0000255,0.0828,0.304,172.004,4
7xoUc6faLbCqZO6fQEYprd,"66CXWjxzNUsdJxJ2JdwvnR","One Last Time","My Everything (Deluxe)","Ariana Grande",2014-08-25,197266,85,spotify:user:bill9119,2024-01-06T14:20:55Z,"pop",0.628,0.593,8,-5.036,1,0.0323,0.093,0.00000165,0.096,0.104,125.026,4
1B75hgRqe7A4fwee3g3Wmu,"2rblp9fJo16ZPTcKDtlmKW","U Can't Touch This","Please Hammer Don't Hurt 'Em","MC Hammer",1990-02-20,257359,76,spotify:user:bill9119,2024-01-06T14:20:56Z,"hip hop,hip house,miami bass",0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4
1nInOsHbtotAmEOQhtvnzP,"3BmGtnKgCSGYIUhmivXKWX","Stronger (What Doesn't Kill You)","Stronger (Deluxe Version)","Kelly Clarkson",2011-10-24,221946,78,spotify:user:bill9119,2024-01-06T15:39:45Z,"dance pop,pop,talent show",0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,4
3IDc87lrpEHWFBASmgTgFV,"3koiLjNrgRTNbOwViDipeA","Mercy Mercy Me (The Ecology)","What's Going On","Marvin Gaye",1971-05-21,193573,71,spotify:user:bill9119,2024-02-05T08:47:27Z,"classic soul,motown,neo soul,northern soul,quiet storm,soul",0.498,0.634,6,-12.16,0,0.0475,0.328,0.748,0.0962,0.515,93.161,4
6S4ifbZ4Q2DhhD0ysxftK3,"5K4W6rqBFWDnAN6FQUkS6x,1zV9UjTUevjp5VUddqIUUn","Paranoid","808s & Heartbreak","Kanye West,Mr Hudson",2008-11-24,277906,48,spotify:user:bill9119,2023-11-28T19:24:51Z,"chicago rap,hip hop,rap",0.587,0.611,6,-7.408,1,0.106,0.114,0.0000983,0.0765,0.464,114.991,4
5dp2DNJtGuNjwgEtAN6BZd,"6l3HvQ5sa6mXTsMTB19rO5","St. Tropez","2014 Forest Hills Drive","J. Cole",2014-12-09,257872,63,spotify:user:bill9119,2023-12-04T21:01:52Z,"conscious hip hop,hip hop,north carolina hip hop,rap",0.63,0.541,9,-9.625,0,0.0692,0.0507,0.0185,0.0659,0.317,84.524,4
5E30LdtzQTGqRvNd7l6kG5,"77SW9BnxLY8rJ0RciFqkHh","Daddy Issues","Wiped Out!","The Neighbourhood",2015-10-30,260173,88,spotify:user:bill9119,2023-12-25T22:41:22Z,"modern alternative rock,modern rock,pop",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
1kPBT8S2wJFNAyBMnGVZgL,"0iOVhN3tnSvgDbcg25JoJb","I'd Rather Go Blind","Tell Mama","Etta James",1968-04-18,156653,80,spotify:user:bill9119,2023-12-28T00:34:33Z,"jazz blues,soul,soul blues,torch song,vocal jazz",0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,3
5rgrBsAFYMun6yhtnLKRPz,"2EMAnMvWE2eb56ToJVfCWs","Right My Wrongs","T R A P S O U L","Bryson Tiller",2015-10-02,249320,81,spotify:user:bill9119,2024-01-06T01:00:22Z,"kentucky hip hop,r&b,rap",0.543,0.449,1,-8.065,1,0.0463,0.345,0,0.157,0.29,132.609,4
3JZjcKImHcmOI9ylL4zrSc,"3TVXtAsR1Inumwj472S9r4","Bahamas Promises","For All The Dogs","Drake",2023-10-06,184089,73,spotify:user:bill9119,2024-01-06T01:00:30Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap",0.626,0.309,1,-10.397,1,0.0433,0.85,0.0000131,0.117,0.369,117.94,4
0WSEq9Ko4kFPt8yo3ICd6T,"5K4W6rqBFWDnAN6FQUkS6x","Praise God","Donda","Kanye West",2021-08-29,226652,77,spotify:user:bill9119,2024-01-06T01:00:50Z,"chicago rap,hip hop,rap",0.798,0.545,1,-6.466,1,0.168,0.00904,0.0000948,0.258,0.212,118.029,4
46kl3NuZqbXT2QS5sIg65Z,"4EjZqrrPhleGA2VPYwx7fj","Little Space","Little Space","SXYE",2018-01-07,172917,33,spotify:user:bill9119,2024-02-05T17:22:15Z,"",0.585,0.365,2,-11.933,1,0.106,0.952,0.303,0.143,0.194,123.614,5
2OPxM2L3KtuehqY24vTMGs,"46SHBwWsqBkxI7EeeBEQG7,3jksrX4oBklxR78ft8gv3j","Heart Mind","FEMA (Finesse Elevate Motivate Achieve)","Kodak Black,Plies",2017-10-31,203840,70,spotify:user:bill9119,2024-02-08T15:50:57Z,"florida drill,florida rap,melodic rap,miami hip hop,rap,trap,trap latino,dirty south rap,southern hip hop",0.921,0.641,1,-6.491,1,0.166,0.0274,0,0.0645,0.828,144.986,4
4F8rYEoiBjPaRgQXLVtN5a,"2YZyLoL8N0Wb9xBt1NhZWg","The Art of Peer Pressure","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar",2012-10-22,324533,57,spotify:user:bill9119,2024-02-15T21:16:30Z,"conscious hip hop,hip hop,rap,west coast rap",0.555,0.611,10,-9.216,0,0.356,0.286,0.00106,0.273,0.411,94.939,4
0PKJxo97zXT8oAwl2zFnPh,"2YZyLoL8N0Wb9xBt1NhZWg","good kid","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar",2012-10-22,214120,57,spotify:user:bill9119,2024-02-15T21:16:30Z,"conscious hip hop,hip hop,rap,west coast rap",0.451,0.831,5,-8.641,0,0.307,0.0623,0,0.185,0.41,176.162,4
73eGiraiU7JkIsmFyQyJAv,"2YZyLoL8N0Wb9xBt1NhZWg,0N41KJ4H6bkPAm2tx7VS8C","Real","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar,Anna Wise",2012-10-22,443413,55,spotify:user:bill9119,2024-02-15T21:16:30Z,"conscious hip hop,hip hop,rap,west coast rap,alternative r&b",0.652,0.458,1,-12.272,1,0.194,0.0282,0,0.664,0.174,100.046,4
0O6cYePgIBlMQ0pAFate3q,"2YZyLoL8N0Wb9xBt1NhZWg,6DPYiyq5kWVQS4RGwxzPC7","Compton","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar,Dr. Dre",2012-10-22,248093,54,spotify:user:bill9119,2024-02-15T21:16:30Z,"conscious hip hop,hip hop,rap,west coast rap,g funk,gangster rap",0.342,0.907,1,-4.432,0,0.415,0.0815,0,0.383,0.225,170.38,4
5jHilrZDaP1vJMZfdN1He3,"2YZyLoL8N0Wb9xBt1NhZWg,6DPYiyq5kWVQS4RGwxzPC7","The Recipe - Bonus Track","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar,Dr. Dre",2012-10-22,352853,66,spotify:user:bill9119,2024-02-15T21:16:30Z,"conscious hip hop,hip hop,rap,west coast rap,g funk,gangster rap",0.759,0.782,11,-6.975,0,0.0741,0.000589,0,0.35,0.507,131.04,4
0NfYAsKygCYwPA2BgTZ1qg,"2YZyLoL8N0Wb9xBt1NhZWg,1XkoF8ryArs86LZvFOkbyr","Now Or Never - Bonus Track","good kid, m.A.A.d city (Deluxe)","Kendrick Lamar,Mary J. Blige",2012-10-22,256213,59,spotify:user:bill9119,2024-02-15T21:16:30Z,"conscious hip hop,hip hop,rap,west coast rap,dance pop,hip pop,neo soul,r&b,urban contemporary",0.528,0.708,7,-5.879,0,0.207,0.264,0,0.305,0.781,97.8,4
6FBzhcfgGacfXF3AmtfEaX,"57vWImR43h4CaDao012Ofp","C U Girl","C U Girl","Steve Lacy",2015-02-15,129697,85,spotify:user:bill9119,2024-02-15T21:16:30Z,"afrofuturism",0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100,4
6d8HN8MqqbqrEUI2bvx0aG,"5K4W6rqBFWDnAN6FQUkS6x","Jail","Donda","Kanye West",2021-08-29,297000,67,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap",0.458,0.571,4,-6.739,1,0.0949,0.535,0.000305,0.0846,0.586,110.013,4
6Hfu9sc7jvv6coyy2LlzBF,"5K4W6rqBFWDnAN6FQUkS6x","Hurricane","Donda","Kanye West",2021-08-29,243187,73,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap",0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,4
5LuXsO34x6KVlL8OWsxRqk,"5K4W6rqBFWDnAN6FQUkS6x","Ok Ok","Donda","Kanye West",2021-08-29,204629,59,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap",0.738,0.471,11,-9.208,0,0.402,0.319,0.00000128,0.13,0.283,107.98,5
0JuSGEldfovcc8IS9va1wa,"5K4W6rqBFWDnAN6FQUkS6x","Believe What I Say","Donda","Kanye West",2021-08-29,242400,67,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap",0.595,0.656,7,-7.868,1,0.247,0.148,0,0.47,0.416,99.811,4
5Iq6pIudd4KfuxZqf8872b,"5K4W6rqBFWDnAN6FQUkS6x","Lord I Need You","Donda","Kanye West",2021-08-29,162108,60,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap",0.711,0.428,1,-7.274,0,0.307,0.145,0,0.534,0.197,83.036,4
6OON4kMjTFqARMFrRbmlwy,"5K4W6rqBFWDnAN6FQUkS6x,7c0XG5cIJTrrAgEC3ULPiq","STARS","VULTURES 1","Kanye West,Ty Dolla $ign",2024-02-09,115238,82,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul",0.584,0.567,0,-8.272,0,0.0436,0.258,0.121,0.118,0.266,125.991,4
3aZSvXuZt8ymQeixzFQM9W,"5K4W6rqBFWDnAN6FQUkS6x,7c0XG5cIJTrrAgEC3ULPiq","KEYS TO MY LIFE","VULTURES 1","Kanye West,Ty Dolla $ign",2024-02-09,174083,80,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul",0.487,0.553,11,-8.938,0,0.645,0.133,0,0.115,0.623,80.441,4
0Tgm7wkLb0AfAHAZDschvD,"5K4W6rqBFWDnAN6FQUkS6x,7c0XG5cIJTrrAgEC3ULPiq","BACK TO ME","VULTURES 1","Kanye West,Ty Dolla $ign",2024-02-09,295471,83,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul",0.815,0.788,1,-7.216,1,0.0884,0.00104,0,0.0613,0.336,95.66,4
4YSa8VQxjzsski1DOsvkHH,"5K4W6rqBFWDnAN6FQUkS6x,7c0XG5cIJTrrAgEC3ULPiq","DO IT","VULTURES 1","Kanye West,Ty Dolla $ign",2024-02-09,225000,81,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul",0.83,0.69,1,-5.87,1,0.0831,0.188,0,0.0795,0.622,107.016,4
4E3XDKil4ElJt6sXuz5cc6,"5K4W6rqBFWDnAN6FQUkS6x,7c0XG5cIJTrrAgEC3ULPiq","BURN","VULTURES 1","Kanye West,Ty Dolla $ign",2024-02-09,111458,83,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul",0.594,0.885,4,-6.21,0,0.394,0.0158,0.00000629,0.856,0.735,105.017,4
4m4BHvDfzIgj5LbQLuFiIp,"5K4W6rqBFWDnAN6FQUkS6x,7c0XG5cIJTrrAgEC3ULPiq","CARNIVAL","VULTURES 1","Kanye West,Ty Dolla $ign",2024-02-09,264324,86,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul",0.596,0.81,1,-5.745,1,0.152,0.192,0,0.338,0.29,148.241,4
7DPUuTaTZCtQ6o4Xx00qzT,"5K4W6rqBFWDnAN6FQUkS6x,7c0XG5cIJTrrAgEC3ULPiq","BEG FORGIVENESS","VULTURES 1","Kanye West,Ty Dolla $ign",2024-02-09,368739,79,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap,pop rap,r&b,southern hip hop,trap,trap soul",0.498,0.275,1,-10.626,0,0.0584,0.188,0.00196,0.168,0.0432,105.303,1
3hd6zLhnTlbJ8PupYt3cAI,"5K4W6rqBFWDnAN6FQUkS6x","No Child Left Behind","Donda","Kanye West",2021-08-29,178061,65,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap",0.161,0.327,1,-8.059,0,0.0341,0.00632,0.792,0.138,0.0815,135.382,3
2H8jWuNmluerTEsuh8Gu6y,"5K4W6rqBFWDnAN6FQUkS6x","Jail pt 2","Donda","Kanye West",2021-08-29,297000,59,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap",0.7,0.572,4,-6.459,1,0.0515,0.453,0,0.0871,0.686,109.985,4
5ad5uryyzVWs95bK3myGkw,"5K4W6rqBFWDnAN6FQUkS6x","Ok Ok pt 2","Donda","Kanye West",2021-08-29,204629,53,spotify:user:bill9119,2024-02-15T21:16:30Z,"chicago rap,hip hop,rap",0.641,0.473,11,-9.068,0,0.422,0.406,0.00000214,0.13,0.412,82.295,4
33LFIMKizfQaC2RFeYLQXw,"63ebc5zUpJ36aoTDQJHa9B","Mockingbird - Remix","Mockingbird (Remix)","E1 (3x3)",2022-07-17,192362,55,spotify:user:bill9119,2023-11-28T19:59:09Z,"uk drill",0.661,0.601,11,-7.182,0,0.316,0.236,0,0.297,0.553,145.249,4
2sQH02O2HBCPJCztBrCWNa,"66CXWjxzNUsdJxJ2JdwvnR,5cj0lLjcoR7YOSnhnX0Po5,181bsRPaVXVlUKXrxwZfHK","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","Positions (Deluxe)","Ariana Grande,Doja Cat,Megan Thee Stallion",2021-02-19,182437,69,spotify:user:bill9119,2023-11-28T19:24:51Z,"pop,dance pop,houston rap,r&b,rap,trap queen",0.659,0.662,5,-5.768,1,0.434,0.211,0,0.228,0.704,109.957,4
4dGRYcugNWW8zCDBt22S2w,"6jGMq4yGs7aQzuGsMgVgZR","Nightshift","222","Lil Tjay",2023-07-14,188810,59,spotify:user:bill9119,2023-12-06T22:25:36Z,"brooklyn drill,melodic rap,nyc rap,rap",0.731,0.62,4,-5.447,0,0.438,0.254,0,0.128,0.141,145.004,4
0MNNKSUU9OOQ8DSGWduw79,"4MXUO7sVCaFgFjoTI5ox5c","Mystery of Love","Call Me by Your Name (Original Motion Picture Soundtrack)","Sufjan Stevens",2017-11-03,248964,60,spotify:user:bill9119,2024-01-04T21:57:24Z,"art pop,baroque pop,chamber pop,indie pop,indie rock,singer-songwriter",0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,5
3MK6OsCb4VJGdPxvXjW8Q9,"1Bl6wpkWCQ4KVgnASpvzzA,13ubrt8QOOCPljQ2FL1Kca,5dHt1vcEm9qb8fCyLcB3HL","BANKROLL (feat. A$AP Rocky & A$AP Ferg)","ROADRUNNER: NEW LIGHT, NEW MACHINE","BROCKHAMPTON,A$AP Rocky,A$AP Ferg",2021-04-09,202560,52,spotify:user:bill9119,2024-01-06T01:00:56Z,"boy band,rap,east coast hip hop,hip hop,trap,pop rap,southern hip hop",0.784,0.539,7,-8.938,0,0.274,0.0818,0,0.106,0.576,149.059,4
1KGi9sZVMeszgZOWivFpxs,"0TImkz4nPqjegtVSMZnMRq","No Scrubs","Fanmail","TLC",1999-02-23,214400,84,spotify:user:bill9119,2024-01-06T22:18:03Z,"atl hip hop,contemporary r&b,dance pop,girl group,hip pop,r&b,urban contemporary",0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,4
20MuVazoNMv6xjKPnRFOxG,"0Y5tJX1MQlPlqiwlOH1tJY","WAKE UP","ASTROWORLD","Travis Scott",2018-08-03,231963,71,spotify:user:bill9119,2023-12-04T21:01:52Z,"hip hop,rap,slap house",0.741,0.645,11,-5.116,0,0.0963,0.192,0,0.163,0.488,149.07,4
5TXQCMKN6TgemTL3c4wRTn,"2EMAnMvWE2eb56ToJVfCWs","Sorrows","A N N I V E R S A R Y","Bryson Tiller",2020-10-02,193702,78,spotify:user:bill9119,2024-01-06T15:39:45Z,"kentucky hip hop,r&b,rap",0.633,0.793,5,-6.847,0,0.182,0.148,0,0.867,0.761,109.093,4
32vE1nuG8T9c8bhmZdRY6d,"246dkjvS1zLTtiykXe5h60,757aE44tKEUQEqRuT6GnEB","Cooped Up (with Roddy Ricch)","Twelve Carat Toothache","Post Malone,Roddy Ricch",2022-06-03,185857,71,spotify:user:bill9119,2024-01-06T00:24:44Z,"dfw rap,melodic rap,pop,rap,trap",0.669,0.773,0,-5.619,1,0.153,0.038,0,0.113,0.377,93.923,4
4y4spB9m0Q6026KfkAvy9Q,"1uNFoZAHBGtllmzznpCI3s,5CiGnKThu5ctn9pBxv7DGa","Lonely (with benny blanco)","Lonely (with benny blanco)","Justin Bieber,benny blanco",2020-10-16,149297,72,spotify:user:bill9119,2023-10-12T21:35:58Z,"canadian pop,pop",0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,4
5nIu0VwPOsjkF61zfevLKh,"5K4W6rqBFWDnAN6FQUkS6x","Hold My Liquor","Yeezus","Kanye West",2013-06-18,326946,68,spotify:user:bill9119,2024-01-06T01:00:55Z,"chicago rap,hip hop,rap",0.497,0.322,8,-10.358,1,0.0333,0.0194,0.00000772,0.115,0.04,106.976,4
4LwU4Vp6od3Sb08CsP99GC,"6DPYiyq5kWVQS4RGwxzPC7,7hJcb9fa4alzcOq3EaNPoG","The Next Episode","2001","Dr. Dre,Snoop Dogg",1999-11-16,161506,84,spotify:user:bill9119,2024-01-06T11:59:09Z,"g funk,gangster rap,hip hop,rap,west coast rap,pop rap",0.922,0.909,10,-2.429,0,0.27,0.0281,0,0.0856,0.309,95.295,4
01VzuxoBYMAJLObfU0w6dI,"3tlXnStJ1fFhdScmQeLpuG,48Py72qV4J4hzvJXXRDNz0","ADDICTIONS (FEAT. Tre' Amani)","WASTELAND","Brent Faiyaz,Tre' Amani",2022-07-08,192010,70,spotify:user:bill9119,2024-01-06T01:00:52Z,"r&b,rap",0.889,0.489,10,-8.587,0,0.108,0.0209,0.0000178,0.0814,0.843,93.039,4
37BTh5g05cxBIRYMbw8g2T,"0PFtn5NtBbbUNbU9EAmIWF","Rosanna","Toto IV","TOTO",1982-04-08,331200,75,spotify:user:bill9119,2023-12-28T00:36:08Z,"album rock,classic rock,hard rock,mellow gold,rock,soft rock,yacht rock",0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,4
5uCax9HTNlzGybIStD3vDh,"4IWBUUAFIplrNtaOHcJPRM","Say You Won't Let Go","Back from the Edge","James Arthur",2016-10-28,211466,89,spotify:user:bill9119,2024-01-06T14:20:55Z,"pop,talent show,uk pop",0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4
1e1JKLEDKP7hEQzJfNAgPl,"699OTQXzgjhIYAHMy9RyPD","Magnolia","Playboi Carti","Playboi Carti",2017-04-14,181812,83,spotify:user:bill9119,2024-01-06T01:00:33Z,"atl hip hop,plugg,pluggnb,rage rap,rap",0.791,0.582,11,-7.323,0,0.286,0.0114,0,0.35,0.443,162.991,4
3M0lSi5WW79CXQamgSBIjx,"7cYEt1pqMgXJdq00hAwVpT","Swim","Chase Atlantic","Chase Atlantic",2017-10-04,228786,85,spotify:user:bill9119,2024-01-06T01:00:29Z,"alternative r&b",0.666,0.542,8,-6.429,1,0.0392,0.27,0,0.0765,0.0771,120.134,4
2YSzYUF3jWqb9YP9VXmpjE,"3TVXtAsR1Inumwj472S9r4,3qiHUAX7zY4Qnjx8TNUzVx","IDGAF (feat. Yeat)","For All The Dogs","Drake,Yeat",2023-10-06,260111,91,spotify:user:bill9119,2024-01-06T01:00:30Z,"canadian hip hop,canadian pop,hip hop,pop rap,rap,pluggnb,rage rap",0.663,0.67,8,-8.399,1,0.271,0.0464,0.0000892,0.205,0.138,136.952,4
1Jaah2tmN9Hv81A87KZ1MU,"0dlOr0VIysztGWvU1dpjmP","Torn","Left Of The Middle","Natalie Imbruglia",1997-11-10,244666,80,spotify:user:bill9119,2024-02-11T20:27:24Z,"dance pop,europop,lilith,new wave pop,pop rock",0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,4
1OAh8uOEOvTDqkKFsKksCi,"0QHgL1lAIqAw0HtD7YldmP,5pKCCKE2ajJHZ9KAiaK11H,2EMAnMvWE2eb56ToJVfCWs","Wild Thoughts (feat. Rihanna & Bryson Tiller)","Grateful","DJ Khaled,Rihanna,Bryson Tiller",2017-06-22,204173,80,spotify:user:bill9119,2023-11-28T19:24:51Z,"hip hop,miami hip hop,pop rap,rap,barbadian pop,pop,urban contemporary,kentucky hip hop,r&b",0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,4
2WxUIiq06XXPYWl9YcRJnD,"4Ga1P7PMIsmqEZqhYZQgDo","Our Time","Virgo World","Lil Tecca",2020-09-18,98413,82,spotify:user:bill9119,2023-11-28T19:59:09Z,"melodic rap,pluggnb,rap",0.895,0.439,5,-12.142,0,0.319,0.199,0,0.0683,0.633,109.988,4
7I7y5vl3dEZFIdWSB2O1ZZ,"0Yr4BBpK2dkCp2UsrJ9LZN,4Ga1P7PMIsmqEZqhYZQgDo","Come Through (feat. Lil Tecca)","29","Bankrol Hayden,Lil Tecca",2023-03-10,112613,62,spotify:user:bill9119,2023-11-28T19:59:09Z,"melodic rap,pluggnb,rap",0.872,0.623,3,-3.94,0,0.0389,0.41,0,0.184,0.72,104.07,4
53sv1tLi3oTqZFOR5ZSfHG,"4yTmEo2clwWq2jwelvqgVv,6EPlBSH2RSiettczlz7ihV","No Love (feat. Sleepy Hallow)","Two-Face Bang 2","Fredo Bang,Sleepy Hallow",2022-04-29,164571,50,spotify:user:bill9119,2023-11-28T19:59:09Z,"baton rouge rap,memphis hip hop,brooklyn drill,nyc rap",0.745,0.638,2,-6.03,1,0.0861,0.0343,0.00000124,0.26,0.42,140.008,4
4vs8wFsbctZBuuzJxZnmPz,"1GZUXd4w6cHTfoqHMrbMDZ,1tG7s7S4sq2eFFW0QZyLbm,6EPlBSH2RSiettczlz7ihV","Overseas","Overseas","Jay Bezzy,Sheff G,Sleepy Hallow",2021-12-01,131116,54,spotify:user:bill9119,2023-11-28T19:59:09Z,"brooklyn drill,new york drill,nyc rap",0.568,0.718,1,-3.003,0,0.281,0.552,0,0.115,0.48,90.135,4
6Jfn2Ut4F7snIXmOp7LLco,"6Xz6ZnGZZ1KKct4jTyKKZv","Clearest of Signs","Clearest of Signs","SwitchOTR",2022-05-06,135416,59,spotify:user:bill9119,2023-11-28T19:59:09Z,"chill drill,melodic drill,r&drill",0.768,0.606,9,-7.075,1,0.214,0.085,0,0.117,0.681,95.958,5
203uVLn0YRikqOgI4axq8n,"2GYIFLUsVVHPPUzOfJndRh,7b79bQFziJFedJb75k6hFt,6vXTefBL93Dj5IqAWq6OTv","Je M'appelle (feat. Tion Wayne & French Montana) - Remix","Je M'appelle (Remix)","Benzz,Tion Wayne,French Montana",2022-06-09,150212,61,spotify:user:bill9119,2023-11-28T19:59:09Z,"london rap,uk hip hop,hip hop,pop rap,rap,southern hip hop,trap",0.761,0.773,11,-4.57,1,0.238,0.152,0,0.63,0.947,141.174,4
3LtpKP5abr2qqjunvjlX5i,"5H4yInM5zmHqpKIoMNAx4r","Doja","Doja","Central Cee",2022-07-21,97392,84,spotify:user:bill9119,2023-11-28T19:59:09Z,"melodic drill,r&drill",0.911,0.573,6,-7.43,1,0.288,0.38,0,0.403,0.972,140.04,4
7z5G2LOdV8okZn4yWg3q5g,"1WO1hFAkFbeo9tV3uVX7Dy,7b79bQFziJFedJb75k6hFt","Night Away (Dance) (feat. Tion Wayne)","Night Away (Dance) (feat. Tion Wayne)","A1 x J1,Tion Wayne",2022-03-03,175774,69,spotify:user:bill9119,2023-11-28T19:59:09Z,"chill drill,melodic drill,r&drill,london rap,uk hip hop",0.706,0.552,5,-9.479,0,0.0833,0.235,0,0.144,0.835,142.037,4
5wwPdWKbDEiybmWkZqsGGn,"3LIh5lV3zpZkgmO0K6R6bq,4ocdD0Bi1syVqLs1GiHqQ9","Next Up - S4-E2, Pt. 1","Next Up - S4-E2","JBEE,Mixtape Madness",2022-02-09,120839,71,spotify:user:bill9119,2023-11-28T19:59:09Z,"chill drill,melodic drill,uk drill,uk hip hop",0.54,0.585,8,-7.563,0,0.309,0.198,0,0.147,0.516,100.289,3
